team_name,week,player_name,player_position,player_team,lineup_position,player_status,player_injury,player_key,date,injury_value
Christopher's Perfect Team,6,Tua Tagovailoa,QB,Mia,BN,Out,Concussion,414.p.32675,2022-10-18,4.0
St. Louis Football Team,2,Justin Herbert,QB,LAC,QB,Questionable,Ribs,414.p.32676,2022-09-21,2.0
St. Louis Football Team,3,Justin Herbert,QB,LAC,QB,Questionable,Ribs,414.p.32676,2022-09-24,2.0
Djeango,2,Jerry Jeudy,WR,Den,WR,Questionable,Shoulder,414.p.32685,2022-09-21,2.0
Djeango,3,Jerry Jeudy,WR,Den,BN,Questionable,Shoulder,414.p.32685,2022-09-24,2.0
St. Louis Football Team,5,CeeDee Lamb,WR,Dal,WR,Questionable,Groin,414.p.32687,2022-10-08,2.0
St. Louis Football Team,6,CeeDee Lamb,WR,Dal,WR,Questionable,Hip,414.p.32687,2022-10-16,2.0
Toney! Toni! Toné!,1,Tee Higgins,WR,Cin,W/R/T,Questionable,Concussion,414.p.32703,2022-09-14,2.0
Toney! Toni! Toné!,2,Tee Higgins,WR,Cin,W/R/T,Questionable,Concussion,414.p.32703,2022-09-17,2.0
Toney! Toni! Toné!,3,Tee Higgins,WR,Cin,WR,Questionable,Toe,414.p.32703,2022-09-26,2.0
Toney! Toni! Toné!,4,Tee Higgins,WR,Cin,WR,Questionable,Ankle,414.p.32703,2022-10-05,2.0
Toney! Toni! Toné!,5,Tee Higgins,WR,Cin,WR,Questionable,Ankle,414.p.32703,2022-10-12,2.0
Toney! Toni! Toné!,6,Tee Higgins,WR,Cin,BN,Questionable,Ankle,414.p.32703,2022-10-16,2.0
Mac & Chase,2,Michael Pittman Jr.,WR,Ind,IR,Out,Quadriceps,414.p.32704,2022-09-18,4.0
Mac & Chase,2,D'Andre Swift,RB,Det,RB,Questionable,Ankle,414.p.32705,2022-09-17,2.0
Mac & Chase,3,D'Andre Swift,RB,Det,RB,Questionable,Shoulder,414.p.32705,2022-09-28,2.0
Mac & Chase,4,D'Andre Swift,RB,Det,RB,Out,Shoulder,414.p.32705,2022-10-03,4.0
Mac & Chase,5,D'Andre Swift,RB,Det,BN,Out,Shoulder,414.p.32705,2022-10-12,4.0
Mac & Chase,6,D'Andre Swift,RB,Det,IR,Out,Shoulder,414.p.32705,2022-10-18,4.0
AndysTeamThatDoesNotInspireAwe,4,Jonathan Taylor,RB,Ind,RB,Questionable,Ankle,414.p.32711,2022-10-05,2.0
AndysTeamThatDoesNotInspireAwe,5,Jonathan Taylor,RB,Ind,BN,Out,Ankle,414.p.32711,2022-10-10,4.0
AndysTeamThatDoesNotInspireAwe,6,Jonathan Taylor,RB,Ind,BN,Out,Ankle,414.p.32711,2022-10-18,4.0
Djeango,6,Cam Akers,RB,LAR,BN,Out,Personal,414.p.32722,2022-10-18,4.0
St. Louis Football Team,1,J.K. Dobbins,RB,Bal,BN,Questionable,Knee,414.p.32725,2022-09-14,2.0
St. Louis Football Team,2,J.K. Dobbins,RB,Bal,BN,Out,Knee,414.p.32725,2022-09-18,4.0
